Theme #,Theme,Report
2,Equipment List,"AFTER Engine START; WE RECEIVED MESSAGE 'BRAKING STEERING Control UNIT #1 FAULT.' Captain WAS IN A HURRY AND STATED 'Intermediate Fix IT DOESN'T Clear; WE'LL TAKE CARE OF IT IN <Airport  (Domestic)>.' THERE WAS A Longitude LINE FOR DEP AND SINCE WE WERE ALREADY LATE; I SUGGESTED WE GIVE Maintenance A CALL. I WAS TALKING WITH Maintenance Control ON #2 COM WHILE Captain USED #1 COM FOR (S,ED Control. I TRIED CYCLING 2 BREAKERS AND ANTISKID/NOSEWHEEL STEERING SWITCH PER Maintenance Control WITH NO REMEDY. THE FAULT REMAINED ON Marker. WHILE Maintenance Control WAS TRYING TO ISSUE A TEMPORARY Minimum Equipment List WE USE; WE WERE CLRED INTO Position ON THE RWY. THE Captain ANSWERED ALL Air Traffic Control RADIO CALLS AND TOLD ME Intermediate Fix I DIDN'T GET THE Minimum Equipment List RELEASE WE COULD GET IT IN THE AIR. I THEN ASKED Maintenance Control Intermediate Fix WE COULD PICK IT UP AIRBORNE AND WAS TOLD 'NEGATIVE.' I TOLD THE Captain THAT WE COULDN'T DEPART WITHOUT THE ISSUANCE OF THE TEMPORARY Minimum Equipment List; BUT BY THIS TIME WE HAD PUSHED THE THRUST LEVERS FORWARD AND SAID 'WE'RE GOING; IT'S OK.' I INCORRECTLY ASSUMED THE FAULT HAD CLRED AND WE WERE GOOD TO GO. I QUICKLY PUNCHED OFF OF #2 AND JOINED THE Captain ON COM #1 FOR TKOF ROLL. THE FAULT HAD NOT CLRED AND IN HIS RUSH; THE Captain DECIDED TO DEPART ANYWAY. THE FAULT REMAINED ON Marker STATUS PAGE FOR OUR ENTIRE Flight TO DEST. THE Captain DIDN'T EVEN WRITE UP DISCREPANCY AT OUR HOME BASE WITH FULL Maintenance. AS WE WERE DONE FLYING; I INFORMED INCOMING CREW OF FAULT AND International Civil Aviation Mechanic THAT CAME ON BOARD TO Clear ANOTHER TEMPORARY Minimum Equipment List. CAUSE: CAPTS RUSH TO GET HOME WITHOUT FURTHER DELAY. HE DID NOT WANT TO TAKE 5 MINS NEEDED TO COMPLETE DOCUMENTATION PRIOR TO TKOF. MY Position AS First Officer  Heading HDG(S) AND NOT BEING ASSERTIVE ENOUGH TO STOP HIM PRIOR TO HIM APPLYING TKOF THRUST. PREVENT RECURRENCE: Captain TO FOLLOW COMPANY PROCS REGARDING Maintenance ISSUES AND TAXIING ONTO ACTIVE RWY WITHOUT BOTH PLTS ON #1 COM (Air Traffic Control). MYSELF First Officer  Heading HDG(S): MORE ASSERTIVE; SOMEHOW COMMUNICATE TO Captain THAT I WASN'T READY TO DEPART AND PREVENT HIM FROM TAKING OFF. BETTER Cockpit Resource Management."
2,Equipment List,"PREVIOUS Flight ARRIVED FROM <Airport  (Domestic)> WITH AN Minimum Equipment List SIGNED OFF. THIS Minimum Equipment List REFERRED TO 1 BRAKE BEING Inoperative AND DISCONNECTED. AFTER READING THE Minimum Equipment List PROCS; THE (S,'S) Pilot PROCS WERE SPECIFIED IN THE PROCS COLUMN. ALL (S,'S) Pilot-REQUIRED STEPS WERE TAKEN AND ALL CLOSE-OUT PENALTIES WERE APPLIED. Maintenance WAS TO INSPECT THE LNDG GEAR GENERATORS. THIS WAS NOTED ON THE PREVIOUS LOG PAGE AS BEING PERFORMED IN <Airport  (Domestic)>. NEITHER THE LOG PAGE NOR DID THE Minimum Equipment List PAGE STATE A Maintenance SIGNOFF WAS REQUIRED BEFORE EACH Flight. Maintenance FAILED TO SIGN OFF THE LOGBOOK STATING THEY HAD CHKED THE LNDG GEAR TAC GENERATORS. Maintenance Control WAS CONTACTED IN <Airport> AND I WAS ADVISED THAT Maintenance Control DROPPED THE BALL AND DID NOT NOTIFY ZZZ2 THAT THEY WERE TO PERFORM THE INSPECTION. Aircraft WAS INSPECTED AND SIGNED OFF. Minimum Equipment List SHOULD HAVE STATED IN THE (S,'S) Pilot COLUMN THAT A SIGNED OFF LOG SHEET BE REQUIRED BEFORE EACH Flight. IT DID NOT."
2,Equipment List,"Minimum Equipment List MISCUE. ON Flight FROM <Airport  (Domestic)> TO <Airport> ON JAN/WED/02; I FLUBBED AN Minimum Equipment List ITEM. SPECIFICALLY DURING TAXI OUT WE RECEIVED A MESSAGE STATING Resolution Advisory #1 FAULT ACCOMPANIED BY THE Captain'S RADIO ALTIMETER TAPE 'OFF' FLAG COMING INTO VIEW. THE <Airport  (Domestic)> Weather AT THE TIME WAS 1 MI VISIBILITY; MODERATE RAIN; AND THE TAXI SURFACES WERE VERY WET. I MENTION THAT BECAUSE THERE IS A STATEMENT IN THE A300'S Flight MANUAL THAT SAYS THAT DURING Weather SUCH AS WE WERE EXPERIENCING THE RADIO ALTIMETER TAPES COULD FLUCTUATE. WE HAD IN FACT EXPERIENCED THAT ANOMALY DURING OUR TAXI IN TO THE GATE ON Arrival, Arrive. AFTER CHKING Minimum Equipment List WE DETERMINED THAT WE COULD PLACARD THE ITEM; BUT THE ONLY QUESTION I COULDN'T RESOLVE WAS COMPLYING WITH THE Minimum Equipment List REQUIREMENTS. WE CONSULTED <Airport  (Domestic)> Maintenance AND THE TECHNICIAN INITIALLY THOUGHT WE WERE EXPERIENCING THE FLUCTUATION ISSUE. AFTER AMPLIFIED CLARIFICATION FROM ME; THE INITIAL READ FROM <Airport  (Domestic)> Maintenance WAS THAT WE NEEDED TO RETURN TO THE GATE. AS WE APCHED THE GATE AREA Maintenance ADVISED US THAT WE COULD PLACARD THE ITEM AND COMPLY WITH THE Minimum Equipment List ITEMS. FORTHRIGHTLY STATED; I HAD FORGOTTEN ABOUT THE PROVISIONS OF THE Minimum Equipment List COUPLED WITH ANOTHER SECTION OF OUR MANUAL PERMITTING THE PLACARDING OF THE ITEM. WE DID RETURN TO THE GATE; Maintenance FIXED THE ITEM WITH A CIRCUIT BREAKER RESET AND WE DEPARTED <Airport  (Domestic)>. DURING THE Flight TO <Airport>; I REVIEWED THE PROVISION OF THE Minimum Equipment List AND DISCOVERED MY ERROR. TO SAY I FELT LIKE A TOTAL DUMMY WOULD BE AN UNDERSTATEMENT. HOWEVER; AS I'VE MAINTAINED THROUGHOUT MY CAREER; Intermediate Fix YOU'RE NOT LEARNING SOMETHING EACH DAY THAT ONE FLIES; THEN IT'S PROBABLY TIME TO HANG UP THE UNIFORM. IN MY DEFENSE; THE Maintenance TECHNICIAN AT <Airport  (Domestic)> WAS OBVIOUSLY NOT FAMILIAR WITH OUR Minimum Equipment List. THERE WAS NO MENTION MADE TO ME REGARDING ITS BEING INCLUDED IN THE Minimum Equipment List. ALL HE STATED WAS THAT WE HAD THE Minimum Equipment List CHKLIST ON BOARD THE AIRPLANE. HAD HE REFERRED ME TO THE Minimum Equipment List I WOULD HAVE SEEN WHAT I SUBSEQUENTLY SAW DURING THE Flight TO <Airport> AND WE WOULD HAVE ADDRESSED THE ISSUE ON THE TXWY WHERE WE WERE PARKED AND NOT RETURNED TO THE GATE. I ESTIMATE THAT MY ERROR COST US ABOUT 35-40 EXTRA MINS. I CAME TO THAT CONCLUSION BASED UPON THE FACT THAT THE Coordination  Alerting System WITH THE TECHNICIAN; COORDINATING WITH DISPATCH; RESEARCHING THE IMPLICATIONS OF THE Minimum Equipment List ITEM; GIVING ME THE Information THAT WOULD HAVE TO BE PUT ON THE Minimum Equipment List; ETC; WOULD HAVE TAKEN AT LEAST 20-25 MINS. AS IT WAS WE WERE OUT THE SECOND TIME 1 (S,LY) Hour LATER THAN THE ORIGINAL OUT TIME. THAT'S MY STORY."
2,Equipment List,DISPATCHED WITH A FOLLOW-UP REQUIREMENT ON THE Minimum Equipment List CONCERNING YELLOW Hydraulic RESERVOIR PRESSURE. LOGBOOK NOTATION WAS MADE BY MYSELF ENSURING Maintenance'S COMPLIANCE. AFTER FURTHER DISCUSSION WITH First Officer  Heading HDG(S) En Route TO <Airport  (Domestic)> IT WAS DETERMINED FROM THE WORDING IN THE Minimum Equipment List; Maintenance PERSONNEL SHOULD HAVE ENTERED THE NOTATION THEMSELVES. ON SUBSEQUENT LEG; WE ENSURED Maintenance PERSONNEL MADE THE LOGBOOK NOTATION. PROB AROSE BECAUSE OF DEBATABLE LANGUAGE IN THE 'OPS' SECTION OF THE Minimum Equipment List; WHICH I MISINTERPRETED. NO CORRECTIVE ACTION WAS REQUIRED ON THE PART OF Maintenance; ONLY A READING OF A GAUGE; OF WHICH PROC I NOTED. HOWEVER; AFTER A FURTHER REVIEW AND DISCUSSION; WE REALIZED THE MAKING OF THE NOTATION WAS UNDER THE 'Maintenance' SECTION OF Minimum Equipment List. THE 'OPS' SECTION HAD THE 'ENSURING NOTATION WAS MADE' -- NOT 'ENSURING OF PROC.' TO PREVENT REOCCURRENCE; A CLOSER EXAMINATION OF BOTH PARTS; Maintenance AS WELL AS OPS; OF THE Minimum Equipment List SHOULD BE STUDIED.
2,Equipment List,"JUL/TUE/03 HAD TSTMS FORECASTED FROM THE MIDWEST TO THE EAST. THE TSTMS STARTED TO DEVELOP MUCH EARLIER THAN EXPECTED; THEREFORE; CREATED AN EXTREMELY BUSY DAY. SO MUCH SO; EVEN AFTER THE Manager SPLIT OFF SEVERAL SECTIONS; MID SHIFT WORKLOAD WAS CLEARLY PUSHING AN UNMANAGEABLE LEVEL. Flight FROM IAD WAS PREPLANNED WHEN Maintenance CALLED TO DEFER THE #2 BLEED AIR SUPPLY System VERT(LY) Vertical; WHICH REQUIRES FL310 AND NOT TO BE OPERATED IN KNOWN OR FORECASTED ICING. AFTER REVIEWING THE Minimum Equipment List; I ACCEPTED THE DEFERRAL KNOWING I WAS GOING TO REPLAN THE Flight OVERWATER; AVOIDING En Route Weather. I REFILED THE NEW Route  Takeoff TKOF(S) AND ALT AND CALLED OPS TO TALK WITH THE Captain ABOUT THE DEFERRAL AND ADJUSTMENTS TO THE Flight PLAN. HE WAS NOT THERE; SO I SENT A MESSAGE TO THE PLANE WITH THE Information AND CONTINUED WITH MY WORK UNTIL I HEARD FROM HIM Approximately 45 MINS LATER. HE REVIEWED THE Minimum Equipment List AND MY NEW ROUTING AND AGREED WITH THE PLAN. ONCE AIRBORNE; THE Captain SENT ME A MESSAGE STATING THAT Air Traffic Control HAD REROUTED THEM BACK OVER LAND AND HE ACCEPTED IT. I TOLD HIM HE NEEDED TO REFUSE THE ROUTING DUE TO THE Minimum Equipment List RESTR OF FL310 AND THE TSTMS En Route. HE RESPONDED; ASKING Intermediate Fix IT WAS BECAUSE OF ICING. I RE-EVALUATED THE Situation. RADAR SHOWED AN UNAVOIDABLE WALL OF TSTMS FROM GSO S THE DEST. I CHKED WITH METEOROLOGY FOR En Route ICING RETURNING TO IAD AND FOR OUR Arrival, Arrive TIME WE WOULD BE IN THE Clear. I DECIDED; IN THE INTEREST OF SAFETY; THE BEST OPTION WAS FOR THE Flight TO RETURN TO IAD. I BRIEFED THE Manager AND SHE AGREED THAT RETURNING TO IAD WAS THE BEST OPTION. AT THAT POINT; THE CREW CALLED ME ON THE RADIO; AND I LET THEM KNOW WE NEEDED TO RETURN TO IAD. THE Flight DID RETURN TO IAD SAFELY AND NOT OVERWT. SUPPLEMENTAL Information FROM ACN 588400: AT NO TIME DID WE EVER EXPERIENCE FLYING IN ANYTHING OTHER THAN THE Clear. WE DEVIATED AROUND ALL Weather AND BURNED OFF FUEL TO ENSURE THAT WE DID NOT MAKE AN OVERWT LNDG. THE RETURN AND LNDG AT IAD WAS UNEVENTFUL."
2,Equipment List,Aircraft #1 Engine FIRE LOOP B FAULT HAD Longitude HISTORY. ON AUG/WED/03; Aircraft REMAINED OVERNIGHT AT <Airport  (Domestic)>. FIELD TECHNICIAN Maintenance Controller CAME TO DIRECT TROUBLESHOOTING. PROCS OUTLINED IN AIRBUS SIL 26-029; PAGE 9L. CORE ZONE PINS WERE SWAPPED; System VERT(LY) Vertical TESTED GOOD. Minimum Equipment List REMOVED AND Aircraft RELEASED FOR SVC. Aircraft OPERATED SEVERAL LEGS AND FAULT RECURRED. ON AUG/THU/03; I WAS ASSIGNED SAME Aircraft TO CONTINUE TROUBLESHOOTING PER SIL 26-029 WITHOUT FIELD TECHNICIAN. CORE ZONE PINS WERE SWAPPED BACK TO ORIGINAL Position AND FIRE DETECTION UNIT PINS WERE SWAPPED. AFTER THE WORK WAS COMPLETED; Maintenance Control NOTIFIED MY LEAD THAT AN 'ETO' [ENGINEERING TECHNICAL ORDER] WAS REQUIRED TO RELEASE THE Aircraft IN THE NEW CONFIGN WHICH THEY DID NOT HAVE. Maintenance Control THEN REQUESTED TO PUT Aircraft WIRING BACK TO ORIGINAL CONFIGN. Aircraft WAS RESTORED BACK TO NORMAL CONFIGN AND RELEASED PER Minimum Equipment List OK ON AUG/THU/03.
2,Equipment List,"OUR Flight INITIALLY PUSHED OFF GATE IN DCA ON TIME; BUT EXPERIENCED A FUEL PUMP FAULT THAT REQUIRED US TO RETURN TO THE GATE FOR Maintenance ATTN. ONCE PROB WAS Minimum Equipment List'ED; WE PUSHED OFF SECOND TIME BY SAME PUSHBACK CREW (Maintenance AND (S,ED AGENT). HOWEVER; THIS TIME THE AGENT EXPERIENCED EXTREME DIFFICULTY UNHOOKING THE TOWBAR AND AFTER NUMEROUS ATTEMPTS; Maintenance INFORMED ME HE WOULD HAVE TO HOP OFF TUG TO HELP HIM. ONCE DISCONNECT WAS FINALLY COMPLETED; BOTH INDIVIDUALS GATE PROPER PUSHBACK/DISCONNECT VERBIAGE AND HAND SIGNALS PRIOR TO A STANDARD WAVE-OFF. WE STARTED BOTH ENGS AND RAN CHKLISTS WHICH IS WHERE WE SHOULD HAVE CAUGHT THE NOSEWHEEL STEERING INDICATION. HOWEVER; OUR ATTN WAS INSTEAD DIVERTED TO THE NEW Marker STATUS ITEM OF THE FAULTED FUEL PUMP FROM THE Minimum Equipment List WE CARRIED. WE DID THE PROPER BRAKE AND Flight Control CHKS AND CONTINUED TAXIING Approximately 400 YARDS (ALL STRAIGHT) UNTIL (S,ED CLRED US TO CROSS RWY 15 FOR A RWY 19 DEP. THE FAILURE OF THE Aircraft TO BE ABLE TO MAKE THE SLIGHT L ACROSS RWY 15 IMMEDIATELY MADE US REALIZE OUR PROB; SO I IMMEDIATELY STOPPED THE Aircraft ON RWY 15. FORTUNATELY; THIS WAS NOT A BUSY TIME FOR DCA AND OUR Position ON RWY 15 DID NOT IMPACT ANY Significant Meteorological Traffic OR CAUSE ANY DELAY FOR OTHER Aircraft. WE WAITED Approximately 8-10 MINS FOR Maintenance TO BE ESCORTED TO OUR Position; AT WHICH POINT THEY REMOVED THE PIN AND WE CONTINUED OUR TAXI AND SUBSEQUENT TKOF WITHOUT FURTHER INCIDENT. IT IS Clear THAT NUMEROUS FACTORS CAUSED BOTH THE (S,ED CREW AND Flight CREW TO MISS THE FACT THAT THE NOSEWHEEL STEERING PIN HAD NOT BEEN REMOVED. FOR (S,ED CREW; A COMBINATION OF A REPETITIVE TASK; THE UNDERLYING PUSH TO KEEP THE Flight ON TIME FOLLOWING OUR 30 MIN DELAY FOR THE FUEL PUMP Minimum Equipment List; THEN COUPLE THAT WITH THE DIFFICULTIES THEY BOTH EXPERIENCED UNHOOKING TOWBAR CAUSED THEM TO MISS IT. Flight CREW ALSO FAILED TO NOTICE IT AT THE APPROPRIATE SPOT ON CHKLIST WHERE CHKING Marker STATUS IS REQUIRED BECAUSE FUEL PUMP FAULT REQUIRED US TO DIVERT OUR ATTN TO THE REQUIRED STATUS PAGE FOR REVIEW. NO DOUBT; THE SAME UNDERLYING TIME PRESSURE PLAYED A ROLE; THOUGH SUBCONSCIOUSLY; AS THE PRESSURE OF BEING LATE CANNOT TOTALLY BE DISCOUNTED."
2,Equipment List,IT WAS RPTED TO ME BY A Flight ATTENDANT THAT THE AFT LAVATORY SINK DRAIN WAS PLUGGED. I STARTED DEFERRAL 3820P. AS I WAS ACCOMPLISHING THE Maintenance ITEMS TO COMPLETE THE DEFERRAL; ANOTHER Flight ATTENDANT RPTED THAT SHE THOUGHT THE WATER FAUCET WAS RUNNING TOO Longitude OR STICKING OPEN. AT THAT POINT I DECIDED TO Inoperative THE LAVATORY USING Minimum Equipment List 3830K; SO A MORE THOROUGH INSPECTION COULD BE ACCOMPLISHED. I CHKED FOR LEAKS. NONE FOUND. I THEN DETERMINED THE FAUCET FUNCTION WAS NORMAL AND I CLOSED AND LOCKED THE DOOR AND INSTALLED A 'DO NOT USE' PLACARD. I THEN LEFT THE Aircraft TO Check THE Minimum Equipment List TO SEE WHAT Maintenance ITEMS I HAD TO ACCOMPLISH TO COMPLY WITH THE Minimum Equipment List. WHEN I RETURNED; THE PLANE HAD BEEN DISPATCHED. I THEN CONTACTED THE LINE Maintenance Controller AND ADVISED HIM OF THE Situation. HE TOLD ME HE WOULD CONTACT THE CREW AND HAVE THE TRIP RETURN TO THE GATE. AFTER SEVERAL MINS I CALLED THE LINE Maintenance Controller FOR AN UPDATE AND HE SAID THE PLANE WAS AIRBORNE.
2,Equipment List,"Aircraft X ARRIVED AT GATE WITH (S,'S) Pilot WRITE-UP 'Captain'S BOOM MIKE BROKEN' AND (S,'S) Pilot ITEM #2 'OBSERVER'S HEADSET BROKEN.' THERE WERE 2 ADDITIONAL WRITE-UPS CONCERNING CABIN ITEMS WHICH I REPAIRED. THE Captain'S BOOM MIKE AND OBSERVER'S HEADSET PARTS WERE NOT IN STOCK HERE IN <Airport  (Domestic)>. SINCE THERE WAS AN Federal Aviation Administration JUMPSEAT RIDER; I TOLD THE Captain I COULD GO TO THE HANGAR AND RETRIEVE BOTH PARTS OFF A SPARE Aircraft. IT WAS DEP TIME NOW. THE Captain AND OBSERVER SAID THEY WOULD MAKE DO WITHOUT. I DEFERRED BOTH THE Captain'S BOOM MIKE AND OBSERVER'S HEADSET TO BE REPLACED WHEN PARTS AVAILABLE. THE Captain'S BOOM MIKE SHOULD HAVE BEEN Minimum Equipment List'ED UNDER 23-5104 AND THE OBSERVER'S HEADSET UNDER 25-1106A. IT NEVER OCCURRED TO ME BOTH ITEMS NEEDED TO BE Minimum Equipment List'ED. Captain'S HEADSET/BOOM MIKE WAS A CLASS 'A' Minimum Equipment List. THIS WAS CLRLY AN OVERSIGHT ON MY PART. THE HUMAN FACTOR WAS TIME INVOLVED AND ME RUSHING TO GET THE Aircraft OUT ON TIME."
2,Equipment List,WE PICKED UP AN Aircraft FOR A Flight TO <Airport  (Domestic)>. IT HAD AN Minimum Equipment List 26-25-01 COND #1. THIS Minimum Equipment List REQUIRES THE CREW TO PERFORM A 'LAVATORY SMOKE DETECTOR Check.' WE COMPLIED; HOWEVER; WERE UNABLE TO FINISH THE Check AS WRITTEN IN THE Minimum Equipment List. WHEN WE GOT TO LINE ITEM E; 'SELECT System VERT(LY) Vertical STATUS' THERE IS NO OPTION FOR THAT OR LINE ITEM F. 'PRESS CONT AND OBSERVE LAVATORY SMOKE System VERT(LY) Vertical OK.' HOWEVER; PRIOR TO THAT AFTER COMPLETING LINE ITEM D; THERE IS A MESSAGE THAT STATES 'TEST OK.' WE CALLED LINE Maintenance AND HAD THEM PERFORM THE PROC; WITH SAME RESULTS; AND THEY SAID THE TEST WAS COMPLETE SINCE WE GOT 'TEST OK' IN LINE ITEM D. WE NEVER GOT TO LINE ITEM F; AND GOT 'LAVATORY SMOKE System VERT(LY) Vertical OK.' WE LEFT FOR <Airport  (Domestic)> AND HAD <Airport  (Domestic)> Maintenance PERFORM THE PROC; WITH SAME RESULTS. MAYBE NONE OF US EXECUTED THIS Minimum Equipment List CORRECTLY OR PERHAPS THIS PROC NEEDS TO BE REWRITTEN SO SAFETY IS NOT COMPROMISED; Intermediate Fix THE TEST WAS NEVER FULLY COMPLETED. THAT WAY; OTHER CREWS AND THE COMPANY WON'T TAKE ANY FURTHER DELAYS FOR THIS Minimum Equipment List.
2,Equipment List,Minimum Equipment List'S IN POTENTIAL CONFLICT AND SUBJECT TO Interpretation  Medium Intensity Approach. I CHOSE TO OPERATE A Flight THAT HAD THE EPR PROBE HEAT OF ONE Engine Inoperative; THE RELATED EPR INDICATION Inoperative; AND THE AUTOTHROTTLE System VERT(LY) Vertical Inoperative. ATTACHED IS THE CHAIN OF EVENTS AND HUMAN PERFORMANCE CONSIDERATIONS ALONG WITH RECOMMENDATIONS TO CORRECT THE Situation AND RECURRENCE. THERE EXISTS A POSSIBLE CONFLICT IN Minimum Equipment List'S WHICH MAY LEAD TO EITHER 1) AN Aircraft GNDED WHEN IT IS ACTUALLY LEGAL AND SAFE TO DISPATCH; OR 2) AN Aircraft BEING DISPATCHED ILLEGALLY. I REVIEWED THE Aircraft READINESS DOCUMENT ONLINE THE DAY BEFORE MY Flight AND CALLED TO ALERT OPS THAT THIS Aircraft WILL NOT BE LEGAL TO FLY INTO FOREIGN AIRSPACE WITH THE PRESENT Minimum Equipment List'S. ARRIVED THE HUB TO FIND Aircraft HAD 6 Minimum Equipment List'S. ONE OF WHICH WAS INCORRECT; SHOWING THE INNER FUEL TANK PUMP FAULT 'LIGHT' AS Inoperative INSTEAD OF THE PUMP ITSELF. MY First Officer  Heading HDG(S) AND I REVIEWED THE OTHER Minimum Equipment List'S AND INTERPED THE EPR System VERT(LY) Vertical AS BEING LEGAL FOR DISPATCH PROVIDED THE ENTIRE Flight WAS CONDUCTED WITH ATS LEVER OFF. THUS; MORE RESTRICTIVE RATHER THAN IN CONFLICT WITH EACH OTHER. Maintenance Control AND THE RAMP MECHS AGREED AS DID THE PREVIOUS CREWS WHO HAD FLOWN THE JET. ARRIVED Aircraft AND DISCUSSED THE PUMP LIGHT FAULT VERSUS PUMP FAULT WITH International Civil Aviation Mechanic AND HE AGREED TO CHANGE THE LOGBOOK. HOWEVER; IT REQUIRED A NEW Flight PLAN CALCULATED AT AN FL200 FUEL BURN AND AN ADDITIONAL 4400 LBS IN EACH INNER AS 'UNUSABLE.' I THEN ASKED THE FUELER TO STAY HERE AS WE WOULD NEED MORE FUEL. REVIEWING THE EPR Minimum Equipment List'S; Maintenance SAID THEY HAD BEEN WORKING ON Minimum Equipment List 77-10-01-B EPR #1 AND #2 INDICATIONS Inoperative. I ASKED THEM WHY IT WAS NOT SIGNED OFF SINCE THE INDICATORS WERE INDEED WORKING. THEY SAID THEY WERE NOT SURE Intermediate Fix IT MIGHT FAULT LATER ON INFLT DUE TO THE EPR PROBE HEAT FAULT AFFECTS THE ASSOCIATED EPR System VERT(LY) Vertical AND ITS GAUGE. I MADE MENTION OF THE NOTE FROM Maintenance Control THAT Intermediate Fix THEY WOULD FIX THE EPR PROBE HEAT FAULT; THAT THE OTHER PROBS WOULD GO AWAY. THEY ASSURED ME THAT THE JET WAS Flight READY AND LEGAL. ADDITIONALLY; SEVERAL OTHER CREWS AGREED AND HAD JUST FLOWN IT IN BRINGING IT TO ME. WE AGREED; AS A CREW; THAT IT WAS NOT A CONFLICTING Minimum Equipment List BUT RATHER ONE THAT REQUIRED A MORE CONSERVATIVE OP WITH MANUAL THROTTLE PROCS. ALL OTHER REQUIREMENTS WERE MET AND ACCOUNTED FOR IN PLANNING; AND THE TKOF; En Route; AND APCH PHASES OF Flight. BOTH MY First Officer  Heading HDG(S) AND I TREATED THE Minimum Equipment List'S IN THE MORE RESTRICTIVE MANNER AND THUS TOOK THE Aircraft WITHOUT THE USE OF THE ATS FOR THE DURATION OF THE Flight. ESPECIALLY; AS IT WAS NOT EXPRESSED IN THE MAIN BOX TO THE R OF THE Minimum Equipment List LABELED AS '(M)' '(O)' AS A REQUIREMENT TO HAVE THE ATS LEVER ON. BUT RATHER JUST DISCUSSED IN THE LATTER PARAGRAPH AS AN OPERATIONAL PROC TO TURN THE ATS LEVER ON; BUT RATHER TO USE MANUAL AUTOTHROTTLE PROCS AND THE AVAILABILITY TO USE PROFILE ABOVE 3000 Feet/Foot AFTER GEAR RETRACTION. RECOMMENDATIONS: Intermediate Fix THE Minimum Equipment List'S AE IN CONFLICT RENDERING THE Aircraft GNDED UNTIL REPAIRED; IT WOULD BE HELPFUL TO ADD THE REQUIREMENT OF THE ATS LEVER 'ON' TO BE LISTED IN THE MAIN BOX OF REMARKS OR EXCEPTIONS. ALSO; IT COULD AND SHOULD INDICATE THAT NO OPERATIONAL RELIEF IS GIVEN FOR THE OTHER RELATED Minimum Equipment List'S. Intermediate Fix THESE Minimum Equipment List'S ARE NOT REALLY IN CONFLICT AND THE Aircraft IS CONSIDERED LEGAL TO DISPATCH; THEN THE NOTE TO TURN THE Automatic Terminal Information Service  LEVER 'ON' SHOULD BE AMENDED WITH WORDING SUCH AS 'Intermediate Fix AVAILABLE;' AND ADDITIONALLY THAT RELIEF IS OFFERED FOR THE RELATED System VERT(LY) Vertical. SAFETY WOULD BEST BE SERVED Intermediate Fix Maintenance Control HAS A 'RELATIONAL DATABASE' INCORPORATED INTO OUR COMPUTER GENERATED RELEASE AND Flight PLANNING System VERT(LY) Vertical; THAT WOULD PROHIBIT THE ISSUANCE OF A RELEASE/Flight PLAN WITH 'CONFLICTING' Minimum Equipment List'S AND; THEREFORE; NOT AIRWORTHY. THE System VERT(LY) Vertical THAT GENERATES BOTH THE Aircraft RELEASE AND FPR WOULD THUS SERVE AS A FINAL XCHK TO ENSURE THAT NO CONFLICTING Minimum Equipment List'S COULD BE PRINTED ON THE SAME FPR AND POTENTIALLY RELEASING AN Aircraft THAT IS INDEED NOT AIRWORTHY. OTHER FACTORS THAT RAISE WARNING SIGNS ARE THE UNNECESSARY INTERRUPTIONS TO LEGAL CREW REST; DEALING WITH AN EXCESSIVE NUMBER OF Minimum Equipment List'S; ESPECIALLY Intermediate Fix THEY ARE IN CONFLICT WITH EACH OTHER AND THE RELIANCE ONE MIGHT PLACEON THE ADVICE OF Maintenance STAFF THAT IS SIGNING OFF ON THE Aircraft.
2,Equipment List,MECHS STRIKE; NEW Maintenance STAFF; BREAKDOWN OF OUR NORMAL PROCS TO TRACK AND MATCH Aircraft Minimum Equipment List'S WITH DISPATCH RELEASE DUE TO MISTAKE IN Aircraft LOGBOOK. A SEAT (9D) WAS Minimum Equipment List'ED Inoperative; BUT DUE TO ALL OF THE ABOVE; AND MY AND MY CREW'S OWN HONEST MISTAKE; WE OPERATED THIS Aircraft MOST OF THE DAY BEFORE I CAUGHT AND CORRECTED THE ERROR WITH OUR DISPATCH AND Maintenance Control.
